STT,Ma CK,Ma ISIN,Ma FIGI,Ten cong ty,Ngay thong bao,Hieu luc tu ngay,Ly do
1,TGG,VN000000TGG8,BBG00KXBGZ72,Công ty Cổ phần The Golden Group,25/05/2023,25/05/2023,Tổ chức niêm yết chậm nộp BCTC năm 2022 đã được kiểm toán quá 45 ngày so với thời hạn quy định.
2,AGM,VN000000AGM6,BBG003NWY9K8,Công ty Cổ phần Xuất Nhập Khẩu An Giang,23/05/2023,23/05/2023,Tổ chức niêm yết chậm nộp BCTC năm 2022 đã được kiểm toán quá 45 ngày so với thời hạn quy định.
3,HBC,VN000000HBC3,BBG000QMWDZ0,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,23/05/2023,23/05/2023,Tổ chức niêm yết chậm nộp BCTC năm 2022 đã được kiểm toán quá 45 ngày so với thời hạn quy định.
4,HPX,VN000000HPX9,BBG00LC37SN9,Công ty Cổ phần Đầu tư Hải Phát,23/05/2023,23/05/2023,Tổ chức niêm yết chậm nộp BCTC năm 2022 đã được kiểm toán quá 45 ngày so với thời hạn quy định.
5,IBC,VN000000IBC1,BBG00F0Z7590,Công ty Cổ phần Đầu tư Apax Holdings,23/05/2023,23/05/2023,Tổ chức niêm yết chậm nộp BCTC năm 2022 đã được kiểm toán quá 45 ngày so với thời hạn quy định.
6,TTB,VN000000TTB2,BBG007YXYQQ1,Công ty Cổ phần Tập đoàn Tiến Bộ,23/05/2023,23/05/2023,Tổ chức niêm yết chậm nộp BCTC năm 2022 đã được kiểm toán quá 45 ngày so với thời hạn quy định.
7,TVB,VN000000TVB8,BBG009DCDKK8,Công ty Cổ phần Chứng khoán Trí Việt,23/05/2023,23/05/2023,Tổ chức niêm yết chậm nộp BCTC năm 2022 đã được kiểm toán quá 45 ngày so với thời hạn quy định.
8,AMD,VN000000AMD3,BBG007GTX408,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone,24/10/2022,24/10/2022,Tổ chức niêm yết chậm nộp BCTC soát xét bán niên năm 2022 quá 45 ngày so với thời hạn quy định.
9,GAB,VN000000GAB9,BBG00PNKPT85,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC,07/10/2022,07/10/2022,Tổ chức niêm yết chậm nộp BCTC soát xét bán niên năm 2022 quá 45 ngày so với thời hạn quy định.
